Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend,Earnings,CAPE,,,,,,
1893.07,4.18,0.25,0.31,7.23,1893.54,3.73,138.94,8.17,10.16,14.35,,,,,,
1893.08,4.08,0.25,0.30,6.95,1893.62,3.72,141.19,8.54,10.27,14.59,,,,,,
1893.09,4.37,0.25,0.29,7.23,1893.71,3.72,145.25,8.23,9.56,15.01,,,,,,
1893.1,4.50,0.25,0.28,7.33,1893.79,3.71,147.63,8.15,9.13,15.27,,,,,,
1893.11,4.57,0.25,0.27,7.14,1893.87,3.71,153.93,8.39,9.07,15.94,,,,,,
1893.12,4.41,0.25,0.26,7.04,1893.96,3.70,150.55,8.53,8.88,15.61,,,,,,
1894.01,4.32,0.25,0.25,6.85,1894.04,3.70,151.57,8.66,8.83,15.74,,,,,,
1894.02,4.38,0.24,0.24,6.76,1894.12,3.68,155.84,8.66,8.66,16.20,,,,,,
1894.03,4.51,0.24,0.24,6.57,1894.21,3.66,165.12,8.79,8.60,17.19,,,,,,
1894.04,4.57,0.24,0.23,6.57,1894.29,3.64,167.31,8.67,8.30,17.43,,,,,,
1894.05,4.40,0.23,0.22,6.57,1894.37,3.62,161.09,8.54,7.99,16.81,,,,,,
1894.06,4.34,0.23,0.21,6.57,1894.46,3.60,158.89,8.42,7.69,16.61,,,,,,
1894.07,4.25,0.23,0.20,6.57,1894.54,3.58,155.60,8.30,7.38,16.29,,,,,,
1894.08,4.41,0.22,0.19,6.76,1894.62,3.56,156.91,7.94,6.88,16.46,,,,,,
1894.09,4.48,0.22,0.19,6.85,1894.71,3.54,157.18,7.72,6.49,16.52,,,,,,
1894.1,4.34,0.22,0.18,6.66,1894.79,3.52,156.62,7.82,6.38,16.50,,,,,,
1894.11,4.34,0.21,0.17,6.66,1894.87,3.50,156.62,7.70,6.07,16.54,,,,,,
1894.12,4.30,0.21,0.16,6.57,1894.96,3.48,157.43,7.69,5.86,16.67,,,,,,
1895.01,4.25,0.21,0.17,6.57,1895.04,3.46,155.60,7.63,6.13,16.52,,,,,,
1895.02,4.19,0.21,0.18,6.57,1895.12,3.47,153.40,7.57,6.41,16.33,,,,,,
1895.03,4.19,0.21,0.18,6.57,1895.21,3.48,153.40,7.51,6.68,16.36,,,,,,
1895.04,4.37,0.20,0.19,6.85,1895.29,3.50,153.32,7.13,6.67,16.39,,,,,,
1895.05,4.61,0.20,0.20,6.95,1895.37,3.51,159.53,6.98,6.83,17.08,,,,,,
1895.06,4.70,0.20,0.21,7.04,1895.46,3.52,160.45,6.83,7.00,17.21,,,,,,
1895.07,4.72,0.20,0.21,6.95,1895.54,3.53,163.34,6.86,7.35,17.55,,,,,,
1895.08,4.79,0.20,0.22,6.85,1895.62,3.54,168.06,6.90,7.72,18.07,,,,,,
1895.09,4.82,0.20,0.23,6.85,1895.71,3.55,169.11,6.84,7.98,18.20,,,,,,
1895.1,4.75,0.19,0.24,6.85,1895.79,3.57,166.66,6.78,8.25,17.94,,,,,,
1895.11,4.59,0.19,0.24,6.85,1895.87,3.58,161.04,6.73,8.51,17.34,,,,,,
1895.12,4.32,0.19,0.25,6.76,1895.96,3.59,153.70,6.76,8.89,16.55,,,,,,
1896.01,4.27,0.19,0.25,6.66,1896.04,3.60,154.10,6.83,8.90,16.58,,,,,,
1896.02,4.45,0.19,0.24,6.57,1896.12,3.58,162.92,6.89,8.91,17.52,,,,,,
1896.03,4.38,0.19,0.24,6.57,1896.21,3.57,160.36,6.86,8.79,17.23,,,,,,
1896.04,4.42,0.19,0.24,6.47,1896.29,3.55,164.20,6.94,8.79,17.64,,,,,,
1896.05,4.40,0.19,0.23,6.37,1896.37,3.53,165.90,7.01,8.80,17.83,,,,,,
1896.06,4.32,0.19,0.23,6.28,1896.46,3.52,165.35,7.08,8.80,17.78,,,,,,
1896.07,4.04,0.18,0.23,6.28,1896.54,3.50,154.63,7.05,8.68,16.64,,,,,,
1896.08,3.81,0.18,0.22,6.28,1896.62,3.48,145.83,7.02,8.55,15.70,,,,,,
1896.09,4.01,0.18,0.22,6.28,1896.71,3.47,153.48,6.99,8.42,16.54,,,,,,
1896.1,4.10,0.18,0.22,6.47,1896.79,3.45,152.31,6.75,8.05,16.44,,,,,,
1896.11,4.38,0.18,0.21,6.66,1896.87,3.43,158.07,6.52,7.70,17.09,,,,,,
1896.12,4.22,0.18,0.21,6.66,1896.96,3.42,152.29,6.50,7.58,16.50,,,,,,
1897.01,4.22,0.18,0.22,6.47,1897.04,3.40,156.77,6.69,8.11,17.03,,,,,,
1897.02,4.18,0.18,0.23,6.47,1897.12,3.40,155.28,6.69,8.42,16.89,,,,,,
1897.03,4.19,0.18,0.24,6.47,1897.21,3.39,155.66,6.69,8.73,16.96,,,,,,
1897.04,4.06,0.18,0.24,6.37,1897.29,3.39,153.08,6.79,9.17,16.70,,,,,,
1897.05,4.08,0.18,0.25,6.28,1897.37,3.38,156.16,6.89,9.63,17.05,,,,,,
1897.06,4.27,0.18,0.26,6.28,1897.46,3.38,163.44,6.89,9.95,17.85,,,,,,
1897.07,4.46,0.18,0.27,6.28,1897.54,3.38,170.71,6.89,10.27,18.65,,,,,,
1897.08,4.75,0.18,0.28,6.57,1897.62,3.37,173.90,6.59,10.13,19.01,,,,,,
1897.09,4.98,0.18,0.29,6.76,1897.71,3.37,177.19,6.40,10.14,19.37,,,,,,
1897.1,4.82,0.18,0.29,6.66,1897.79,3.36,173.94,6.50,10.58,19.03,,,,,,
1897.11,4.65,0.18,0.30,6.66,1897.87,3.36,167.81,6.50,10.89,18.36,,,,,,
1897.12,4.75,0.18,0.31,6.66,1897.96,3.35,171.42,6.50,11.19,18.75,,,,,,
1898.01,4.88,0.18,0.31,6.66,1898.04,3.35,176.11,6.56,11.31,19.25,,,,,,
1898.02,4.87,0.18,0.32,6.76,1898.12,3.33,173.27,6.52,11.27,18.92,,,,,,
1898.03,4.65,0.19,0.32,6.76,1898.21,3.31,165.45,6.58,11.39,18.04,,,,,,
1898.04,4.57,0.19,0.32,6.76,1898.29,3.29,162.60,6.64,11.50,17.71,,,,,,
1898.05,4.87,0.19,0.33,7.23,1898.37,3.27,161.87,6.26,10.86,17.60,,,,,,
1898.06,5.06,0.19,0.33,6.76,1898.46,3.25,180.03,6.76,11.74,19.54,,,,,,
1898.07,5.08,0.19,0.33,6.66,1898.54,3.23,183.33,6.92,12.03,19.86,,,,,,
1898.08,5.27,0.19,0.34,6.66,1898.62,3.20,190.18,6.98,12.15,20.54,,,,,,
1898.09,5.26,0.20,0.34,6.66,1898.71,3.18,189.82,7.04,12.27,20.44,,,,,,
1898.1,5.15,0.20,0.34,6.66,1898.79,3.16,185.85,7.10,12.39,19.95,,,,,,
1898.11,5.32,0.20,0.35,6.66,1898.87,3.14,191.99,7.16,12.51,20.53,,,,,,
1898.12,5.65,0.20,0.35,6.76,1898.96,3.12,201.03,7.12,12.45,21.40,,,,,,
1899.01,6.08,0.20,0.36,6.76,1899.04,3.10,216.33,7.14,12.84,22.93,,,,,,
1899.02,6.31,0.20,0.37,6.95,1899.12,3.10,218.36,6.98,12.86,23.05,,,,,,
1899.03,6.40,0.20,0.38,6.95,1899.21,3.11,221.47,7.01,13.24,23.28,,,,,,
1899.04,6.48,0.20,0.39,7.04,1899.29,3.11,221.21,6.94,13.43,23.15,,,,,,
1899.05,6.21,0.20,0.40,7.04,1899.37,3.12,211.99,6.97,13.80,22.09,,,,,,
1899.06,6.07,0.21,0.42,7.14,1899.46,3.12,204.45,6.90,13.98,21.21,,,,,,
1899.07,6.28,0.21,0.43,7.23,1899.54,3.13,208.74,6.84,14.15,21.56,,,,,,
1899.08,6.44,0.21,0.44,7.33,1899.62,3.13,211.28,6.78,14.33,21.73,,,,,,
1899.09,6.37,0.21,0.45,7.61,1899.71,3.13,201.15,6.55,14.13,20.59,,,,,,
1899.1,6.34,0.21,0.46,7.71,1899.79,3.14,197.73,6.50,14.29,20.15,,,,,,
1899.11,6.46,0.21,0.47,7.80,1899.87,3.14,199.01,6.44,14.45,20.20,,,,,,
1899.12,6.02,0.21,0.48,7.90,1899.96,3.15,183.22,6.39,14.61,18.51,,,,,,
1900.01,6.10,0.22,0.48,7.90,1900.04,3.15,185.66,6.62,14.61,18.67,,,,,,
1900.02,6.21,0.23,0.48,7.99,1900.12,3.15,186.76,6.77,14.44,18.70,,,,,,
1900.03,6.26,0.23,0.48,7.99,1900.21,3.14,188.26,6.99,14.44,18.78,,,,,,
1900.04,6.34,0.24,0.48,7.99,1900.29,3.14,190.67,7.22,14.44,18.94,,,,,,
1900.05,6.04,0.25,0.48,7.80,1900.37,3.13,186.07,7.62,14.79,18.40,,,,,,
1900.06,5.86,0.26,0.48,7.71,1900.46,3.13,182.76,7.95,14.97,17.99,,,,,,
1900.07,5.86,0.26,0.48,7.80,1900.54,3.13,180.53,8.09,14.79,17.69,,,,,,
1900.08,5.94,0.27,0.48,7.71,1900.62,3.12,185.25,8.42,14.97,18.07,,,,,,
1900.09,5.80,0.28,0.48,7.80,1900.71,3.12,178.68,8.55,14.79,17.34,,,,,,
1900.1,6.01,0.29,0.48,7.71,1900.79,3.11,187.44,8.89,14.97,18.10,,,,,,
1900.11,6.48,0.29,0.48,7.71,1900.87,3.11,202.09,9.12,14.97,19.42,,,,,,
1900.12,6.87,0.30,0.48,7.61,1900.96,3.10,216.93,9.47,15.16,20.74,,,,,,
1901.01,7.07,0.30,0.48,7.71,1901.04,3.10,220.49,9.41,15.02,20.98,,,,,,
1901.02,7.25,0.30,0.48,7.61,1901.12,3.11,228.93,9.58,15.26,21.68,,,,,,
1901.03,7.51,0.31,0.49,7.61,1901.21,3.11,237.14,9.63,15.31,22.35,,,,,,
1901.04,8.14,0.31,0.49,7.52,1901.29,3.12,260.29,9.81,15.56,24.41,,,,,,
1901.05,7.73,0.31,0.49,7.52,1901.37,3.13,247.18,9.86,15.61,23.06,,,,,,
1901.06,8.50,0.31,0.49,7.52,1901.46,3.13,271.80,9.91,15.67,25.24,,,,,,
1901.07,7.93,0.31,0.49,7.61,1901.54,3.14,250.41,9.84,15.53,23.14,,,,,,
1901.08,8.04,0.31,0.49,7.71,1901.62,3.15,250.75,9.77,15.38,23.08,,,,,,
1901.09,8.00,0.32,0.50,7.80,1901.71,3.15,246.46,9.70,15.25,22.59,,,,,,
1901.1,7.91,0.32,0.50,7.80,1901.79,3.16,243.68,9.76,15.30,22.25,,,,,,
1901.11,8.08,0.32,0.50,7.90,1901.87,3.17,245.92,9.69,15.17,22.38,,,,,,
1901.12,7.95,0.32,0.50,7.99,1901.96,3.17,239.08,9.62,15.04,21.68,,,,,,
1902.01,8.12,0.32,0.51,7.90,1902.04,3.18,247.14,9.76,15.55,22.34,,,,,,
1902.02,8.19,0.32,0.52,7.90,1902.12,3.19,249.27,9.79,15.88,22.46,,,,,,
1902.03,8.20,0.32,0.53,7.90,1902.21,3.20,249.57,9.82,16.21,22.41,,,,,,
1902.04,8.48,0.32,0.54,7.99,1902.29,3.21,255.02,9.72,16.34,22.82,,,,,,
1902.05,8.46,0.32,0.55,8.09,1902.37,3.22,251.43,9.64,16.47,22.43,,,,,,
1902.06,8.41,0.33,0.57,8.18,1902.46,3.23,247.04,9.55,16.60,21.96,,,,,,
1902.07,8.60,0.33,0.58,8.18,1902.54,3.24,252.62,9.57,16.91,22.39,,,,,,
1902.08,8.83,0.33,0.59,8.09,1902.62,3.25,262.42,9.71,17.44,23.17,,,,,,
1902.09,8.85,0.33,0.60,8.18,1902.71,3.26,259.96,9.62,17.55,22.86,,,,,,
1902.1,8.57,0.33,0.61,8.75,1902.79,3.27,235.32,9.01,16.70,20.60,,,,,,
1902.11,8.24,0.33,0.62,8.47,1902.87,3.28,233.88,9.34,17.58,20.41,,,,,,
1902.12,8.05,0.33,0.63,8.56,1902.96,3.29,225.95,9.26,17.68,19.63,,,,,,
1903.01,8.46,0.33,0.62,8.66,1903.04,3.30,234.85,9.21,17.26,20.32,,,,,,
1903.02,8.41,0.33,0.61,8.66,1903.12,3.31,233.46,9.25,17.03,20.11,,,,,,
1903.03,8.08,0.34,0.61,8.37,1903.21,3.32,231.95,9.62,17.37,19.88,,,,,,
1903.04,7.75,0.34,0.60,8.37,1903.29,3.33,222.47,9.67,17.13,18.98,,,,,,
1903.05,7.60,0.34,0.59,8.18,1903.37,3.33,223.24,9.94,17.28,18.95,,,,,,
1903.06,7.18,0.34,0.58,8.18,1903.46,3.34,210.91,9.99,17.04,17.82,,,,,,
1903.07,6.85,0.34,0.57,8.18,1903.54,3.35,201.21,10.04,16.79,16.92,,,,,,
1903.08,6.63,0.34,0.56,8.18,1903.62,3.36,194.75,10.08,16.55,16.30,,,,,,
1903.09,6.47,0.35,0.56,8.28,1903.71,3.37,187.87,10.02,16.12,15.65,,,,,,
1903.1,6.26,0.35,0.55,8.18,1903.79,3.38,183.88,10.18,16.06,15.25,,,,,,
1903.11,6.28,0.35,0.54,8.09,1903.87,3.38,186.64,10.35,16.00,15.41,,,,,,
1903.12,6.57,0.35,0.53,8.09,1903.96,3.39,195.26,10.40,15.75,16.04,,,,,,
1904.01,6.68,0.35,0.53,8.28,1904.04,3.40,193.96,10.07,15.29,15.86,,,,,,
1904.02,6.50,0.34,0.52,8.47,1904.12,3.41,184.50,9.74,14.85,15.02,,,,,,
1904.03,6.48,0.34,0.52,8.37,1904.21,3.41,186.02,9.76,14.93,15.08,,,,,,
1904.04,6.64,0.34,0.52,8.28,1904.29,3.42,192.80,9.78,15.00,15.57,,,,,,
1904.05,6.50,0.33,0.51,8.09,1904.37,3.43,193.18,9.91,15.26,15.53,,,,,,
1904.06,6.51,0.33,0.51,8.09,1904.46,3.43,193.47,9.81,15.16,15.47,,,,,,
1904.07,6.78,0.33,0.51,8.09,1904.54,3.44,201.50,9.71,15.06,16.04,,,,,,
1904.08,7.01,0.32,0.50,8.18,1904.62,3.45,205.91,9.50,14.78,16.30,,,,,,
1904.09,7.32,0.32,0.50,8.28,1904.71,3.45,212.55,9.29,14.52,16.74,,,,,,
1904.1,7.75,0.32,0.50,8.28,1904.79,3.46,225.03,9.20,14.42,17.63,,,,,,
1904.11,8.17,0.31,0.49,8.47,1904.87,3.47,231.90,8.89,14.00,18.08,,,,,,
1904.12,8.25,0.31,0.49,8.47,1904.96,3.47,234.17,8.80,13.91,18.16,,,,,,
1905.01,8.43,0.31,0.51,8.47,1905.04,3.48,239.28,8.85,14.33,18.46,,,,,,
1905.02,8.80,0.31,0.52,8.47,1905.12,3.48,249.78,8.89,14.76,19.17,,,,,,
1905.03,9.05,0.32,0.54,8.37,1905.21,3.47,259.79,9.04,15.36,19.83,,,,,,
1905.04,8.94,0.32,0.55,8.37,1905.29,3.47,256.63,9.09,15.79,19.48,,,,,,
1905.05,8.50,0.32,0.57,8.28,1905.37,3.46,246.81,9.24,16.41,18.63,,,,,,
1905.06,8.60,0.32,0.58,8.28,1905.46,3.46,249.71,9.29,16.84,18.74,,,,,,
1905.07,8.87,0.32,0.60,8.28,1905.54,3.46,257.55,9.34,17.28,19.21,,,,,,
1905.08,9.20,0.32,0.61,8.37,1905.62,3.45,264.10,9.28,17.51,19.57,,,,,,
1905.09,9.23,0.33,0.63,8.28,1905.71,3.45,268.01,9.44,18.15,19.74,,,,,,
1905.1,9.36,0.33,0.64,8.28,1905.79,3.44,271.78,9.49,18.58,19.90,,,,,,
1905.11,9.31,0.33,0.66,8.37,1905.87,3.44,267.26,9.42,18.80,19.44,,,,,,
1905.12,9.54,0.33,0.67,8.47,1905.96,3.43,270.78,9.37,19.02,19.58,,,,,,
1906.01,9.87,0.34,0.68,8.47,1906.04,3.43,280.15,9.53,19.23,20.13,,,,,,
1906.02,9.80,0.34,0.69,8.47,1906.12,3.45,278.16,9.70,19.44,19.87,,,,,,
1906.03,9.56,0.35,0.69,8.47,1906.21,3.47,271.35,9.86,19.66,19.26,,,,,,
1906.04,9.43,0.35,0.70,8.47,1906.29,3.49,267.66,10.03,19.87,18.88,,,,,,
1906.05,9.18,0.36,0.71,8.56,1906.37,3.51,257.67,10.08,19.86,18.05,,,,,,
1906.06,9.30,0.37,0.72,8.56,1906.46,3.53,261.04,10.25,20.07,18.17,,,,,,
1906.07,9.06,0.37,0.72,8.28,1906.54,3.55,263.07,10.77,20.98,18.20,,,,,,
1906.08,9.73,0.38,0.73,8.47,1906.62,3.57,276.18,10.69,20.72,18.97,,,,,,
1906.09,10.03,0.38,0.74,8.56,1906.71,3.59,281.53,10.74,20.70,19.20,,,,,,
1906.1,9.73,0.39,0.75,8.75,1906.79,3.61,267.17,10.66,20.46,18.10,,,,,,
1906.11,9.93,0.39,0.75,8.85,1906.87,3.63,269.73,10.71,20.44,18.14,,,,,,
1906.12,9.84,0.40,0.76,8.94,1906.96,3.65,264.44,10.75,20.42,17.66,,,,,,
1907.01,9.56,0.40,0.75,8.85,1907.04,3.67,259.68,10.95,20.42,17.22,,,,,,
1907.02,9.26,0.41,0.74,9.04,1907.12,3.69,246.23,10.81,19.77,16.22,,,,,,
1907.03,8.35,0.41,0.74,8.94,1907.21,3.70,224.40,11.02,19.75,14.69,,,,,,
1907.04,8.39,0.41,0.73,8.94,1907.29,3.72,225.47,11.11,19.53,14.67,,,,,,
1907.05,8.10,0.42,0.72,9.13,1907.37,3.74,213.14,10.97,18.90,13.79,,,,,,
1907.06,7.84,0.42,0.71,9.23,1907.46,3.75,204.18,10.94,18.49,13.14,,,,,,
1907.07,8.14,0.42,0.70,9.23,1907.54,3.77,211.99,11.02,18.27,13.59,,,,,,
1907.08,7.53,0.43,0.69,9.23,1907.62,3.79,196.10,11.11,18.06,12.51,,,,,,
1907.09,7.45,0.43,0.69,9.23,1907.71,3.80,194.02,11.20,17.84,12.33,,,,,,
1907.1,6.64,0.43,0.68,9.32,1907.79,3.82,171.16,11.17,17.44,10.83,,,,,,
1907.11,6.25,0.44,0.67,8.94,1907.87,3.84,167.96,11.74,17.96,10.59,,,,,,
1907.12,6.57,0.44,0.66,8.75,1907.96,3.85,180.40,12.08,18.12,11.33,,,,,,
1908.01,6.85,0.44,0.65,8.66,1908.04,3.87,190.16,12.12,18.14,11.90,,,,,,
1908.02,6.60,0.43,0.65,8.56,1908.12,3.86,185.25,12.16,18.15,11.55,,,,,,
1908.03,6.87,0.43,0.64,8.56,1908.21,3.85,192.83,12.07,17.96,11.98,,,,,,
1908.04,7.24,0.43,0.63,8.66,1908.29,3.84,200.98,11.85,17.58,12.45,,,,,,
1908.05,7.63,0.42,0.63,8.66,1908.37,3.83,211.81,11.75,17.40,13.08,,,,,,
1908.06,7.64,0.42,0.62,8.66,1908.46,3.82,212.09,11.66,17.21,13.05,,,,,,
1908.07,7.92,0.42,0.61,8.75,1908.54,3.82,217.47,11.44,16.84,13.35,,,,,,
1908.08,8.26,0.41,0.61,8.75,1908.62,3.81,226.81,11.35,16.66,13.88,,,,,,
1908.09,8.17,0.41,0.60,8.75,1908.71,3.80,224.33,11.26,16.47,13.70,,,,,,
1908.1,8.27,0.41,0.59,8.85,1908.79,3.79,224.64,11.05,16.12,13.69,,,,,,
1908.11,8.83,0.40,0.59,8.94,1908.87,3.78,237.30,10.84,15.77,14.44,,,,,,
1908.12,9.03,0.40,0.58,9.04,1908.96,3.77,240.12,10.64,15.42,14.58,,,,,,
1909.01,9.06,0.40,0.60,8.94,1909.04,3.76,243.48,10.84,15.99,14.76,,,,,,
1909.02,8.80,0.41,0.61,9.04,1909.12,3.77,234.00,10.81,16.22,14.17,,,,,,
1909.03,8.92,0.41,0.63,9.04,1909.21,3.79,237.19,10.90,16.62,14.34,,,,,,
1909.04,9.32,0.41,0.64,9.23,1909.29,3.80,242.72,10.76,16.67,14.65,,,,,,
1909.05,9.63,0.42,0.66,9.32,1909.37,3.81,248.24,10.74,16.88,14.95,,,,,,
1909.06,9.80,0.42,0.67,9.42,1909.46,3.82,250.06,10.72,17.10,15.04,,,,,,
1909.07,9.94,0.42,0.69,9.42,1909.54,3.84,253.64,10.80,17.48,15.23,,,,,,
1909.08,10.18,0.43,0.70,9.51,1909.62,3.85,257.16,10.78,17.68,15.42,,,,,,
1909.09,10.19,0.43,0.72,9.61,1909.71,3.86,254.87,10.76,17.88,15.25,,,,,,
1909.1,10.23,0.43,0.73,9.80,1909.79,3.87,250.90,10.63,17.90,14.99,,,,,,
1909.11,10.18,0.44,0.75,9.90,1909.87,3.89,247.27,10.61,18.10,14.75,,,,,,
1909.12,10.30,0.44,0.76,9.99,1909.96,3.90,247.80,10.59,18.28,14.75,,,,,,
1910.01,10.08,0.44,0.76,9.90,1910.04,3.91,244.84,10.75,18.40,14.55,,,,,,
1910.02,9.72,0.45,0.76,9.90,1910.12,3.92,236.10,10.81,18.34,14.00,,,,,,
1910.03,9.96,0.45,0.75,10.09,1910.21,3.92,237.36,10.66,17.93,14.05,,,,,,
1910.04,9.72,0.45,0.75,10.18,1910.29,3.93,229.48,10.62,17.71,13.56,,,,,,
1910.05,9.56,0.45,0.75,9.99,1910.37,3.93,230.00,10.89,17.98,13.57,,,,,,
1910.06,9.10,0.46,0.75,9.90,1910.46,3.94,221.04,11.05,18.10,13.02,,,,,,
1910.07,8.64,0.46,0.74,9.90,1910.54,3.95,209.87,11.11,18.04,12.34,,,,,,
1910.08,8.85,0.46,0.74,9.80,1910.62,3.95,217.05,11.28,18.15,12.75,,,,,,
1910.09,8.91,0.46,0.74,9.70,1910.71,3.96,220.67,11.45,18.27,12.94,,,,,,
1910.1,9.32,0.47,0.74,9.42,1910.79,3.96,237.82,11.87,18.75,13.92,,,,,,
1910.11,9.31,0.47,0.73,9.23,1910.87,3.97,242.46,12.18,19.08,14.16,,,,,,
1910.12,9.05,0.47,0.73,9.23,1910.96,3.97,235.69,12.24,19.01,13.74,,,,,,
1911.01,9.27,0.47,0.72,9.23,1911.04,3.98,241.42,12.24,18.71,14.05,,,,,,
1911.02,9.43,0.47,0.71,8.94,1911.12,3.98,253.42,12.63,18.99,14.72,,,,,,
1911.03,9.32,0.47,0.70,9.04,1911.21,3.99,247.83,12.50,18.48,14.37,,,,,,
1911.04,9.28,0.47,0.68,8.75,1911.29,3.99,254.81,12.91,18.76,14.75,,,,,,
1911.05,9.48,0.47,0.67,8.75,1911.37,3.99,260.30,12.91,18.44,15.05,,,,,,
1911.06,9.67,0.47,0.66,8.75,1911.46,3.99,265.52,12.91,18.12,15.33,,,,,,
1911.07,9.63,0.47,0.65,8.85,1911.54,4.00,261.58,12.77,17.61,15.08,,,,,,
1911.08,9.17,0.47,0.64,9.13,1911.62,4.00,241.30,12.37,16.75,13.90,,,,,,
1911.09,8.67,0.47,0.63,9.23,1911.71,4.00,225.79,12.24,16.28,13.00,,,,,,
1911.1,8.72,0.47,0.61,9.23,1911.79,4.00,227.10,12.24,15.97,13.07,,,,,,
1911.11,9.07,0.47,0.60,9.13,1911.87,4.01,238.67,12.37,15.83,13.73,,,,,,
1911.12,9.11,0.47,0.59,9.04,1911.96,4.01,242.25,12.50,15.69,13.93,,,,,,
1912.01,9.12,0.47,0.60,9.13,1912.04,4.01,239.99,12.39,15.77,13.79,,,,,,
1912.02,9.04,0.47,0.61,9.23,1912.12,4.05,235.43,12.28,15.84,13.53,,,,,,
1912.03,9.30,0.47,0.62,9.42,1912.21,4.08,237.31,12.06,15.76,13.64,,,,,,
1912.04,9.59,0.47,0.63,9.70,1912.29,4.12,237.51,11.72,15.52,13.65,,,,,,
1912.05,9.58,0.47,0.64,9.70,1912.37,4.16,237.26,11.74,15.75,13.65,,,,,,
1912.06,9.58,0.48,0.65,9.61,1912.46,4.19,239.61,11.88,16.13,13.79,,,,,,
1912.07,9.59,0.48,0.65,9.61,1912.54,4.23,239.86,11.90,16.36,13.80,,,,,,
1912.08,9.81,0.48,0.66,9.70,1912.62,4.27,242.96,11.81,16.43,13.98,,,,,,
1912.09,9.86,0.48,0.67,9.80,1912.71,4.30,241.83,11.71,16.49,13.93,,,,,,
1912.1,9.84,0.48,0.68,9.80,1912.79,4.34,241.33,11.73,16.72,13.91,,,,,,
1912.11,9.73,0.48,0.69,9.80,1912.87,4.38,238.64,11.75,16.94,13.75,,,,,,
1912.12,9.38,0.48,0.70,9.70,1912.96,4.41,232.31,11.89,17.34,13.39,,,,,,
1913.01,9.30,0.48,0.69,9.80,1913.04,4.45,228.09,11.77,17.03,13.15,,,,,,
1913.02,8.97,0.48,0.69,9.80,1913.12,4.43,220.00,11.77,16.88,12.68,,,,,,
1913.03,8.80,0.48,0.68,9.80,1913.21,4.40,215.83,11.77,16.74,12.44,,,,,,
1913.04,8.79,0.48,0.68,9.80,1913.29,4.38,215.58,11.77,16.60,12.43,,,,,,
1913.05,8.55,0.48,0.67,9.70,1913.37,4.35,211.86,11.89,16.62,12.22,,,,,,
1913.06,8.12,0.48,0.67,9.80,1913.46,4.33,199.15,11.77,16.31,11.49,,,,,,
1913.07,8.23,0.48,0.66,9.90,1913.54,4.31,199.81,11.65,16.00,11.53,,,,,,
1913.08,8.45,0.48,0.65,9.90,1913.62,4.28,205.15,11.65,15.86,11.85,,,,,,
1913.09,8.53,0.48,0.65,10.00,1913.71,4.26,205.02,11.54,15.56,11.84,,,,,,
1913.1,8.26,0.48,0.64,10.00,1913.79,4.23,198.53,11.54,15.42,11.47,,,,,,
1913.11,8.05,0.48,0.64,10.10,1913.87,4.21,191.57,11.42,15.13,11.07,,,,,,
1913.12,8.04,0.48,0.63,10.00,1913.96,4.18,193.24,11.54,15.14,11.17,,,,,,
1914.01,8.37,0.48,0.62,10.00,1914.04,4.16,201.18,11.42,14.92,11.64,,,,,,
1914.02,8.48,0.47,0.61,9.90,1914.12,4.17,205.88,11.41,14.85,11.91,,,,,,
1914.03,8.32,0.47,0.60,9.90,1914.21,4.17,201.99,11.29,14.63,11.69,,,,,,
1914.04,8.12,0.46,0.59,9.80,1914.29,4.18,199.15,11.28,14.55,11.52,,,,,,
1914.05,8.17,0.46,0.58,9.90,1914.37,4.19,198.35,11.05,14.18,11.48,,,,,,
1914.06,8.13,0.45,0.58,9.90,1914.46,4.19,197.38,10.93,13.96,11.43,,,,,,
1914.07,7.68,0.45,0.57,10.00,1914.54,4.20,184.59,10.70,13.60,10.69,,,,,,
1914.08,7.68,0.44,0.56,10.20,1914.62,4.21,180.97,10.37,13.12,10.49,,,,,,
1914.09,7.68,0.44,0.55,10.20,1914.71,4.21,180.97,10.25,12.90,10.50,,,,,,
1914.1,7.68,0.43,0.54,10.10,1914.79,4.22,182.76,10.23,12.81,10.61,,,,,,
1914.11,7.68,0.43,0.53,10.20,1914.87,4.23,180.97,10.01,12.47,10.52,,,,,,
1914.12,7.35,0.42,0.52,10.10,1914.96,4.23,174.91,9.99,12.37,10.17,,,,,,
1915.01,7.48,0.42,0.55,10.10,1915.04,4.24,178.00,10.01,13.09,10.36,,,,,,
1915.02,7.38,0.42,0.58,10.00,1915.12,4.22,177.38,10.14,13.94,10.33,,,,,,
1915.03,7.57,0.42,0.61,9.90,1915.21,4.21,183.79,10.26,14.81,10.71,,,,,,
1915.04,8.14,0.42,0.64,10.00,1915.29,4.19,195.65,10.17,15.38,11.40,,,,,,
1915.05,7.95,0.42,0.67,10.10,1915.37,4.18,189.19,10.09,15.94,11.03,,,,,,
1915.06,8.04,0.43,0.70,10.10,1915.46,4.16,191.33,10.11,16.66,11.15,,,,,,
1915.07,8.01,0.43,0.73,10.10,1915.54,4.15,190.62,10.13,17.37,11.11,,,,,,
1915.08,8.35,0.43,0.76,10.10,1915.62,4.13,198.71,10.15,18.09,11.58,,,,,,
1915.09,8.66,0.43,0.79,10.10,1915.71,4.11,206.09,10.17,18.80,12.01,,,,,,
1915.1,9.14,0.43,0.82,10.20,1915.79,4.10,215.38,10.09,19.32,12.55,,,,,,
